날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
12/15/01,143,-2,-5.1,2.1
12/16/01,143,-0.9,-4.7,4
12/17/01,143,0.9,-2.9,6.3
12/18/01,143,-0.6,-3.8,4.3
12/19/01,143,0.1,-5.4,5
12/20/01,143,1.3,-3.5,6.3
12/21/01,143,0.8,-1.3,3.5
12/22/01,143,-0.1,-2.7,3.9
12/23/01,143,0.2,-3.6,5
12/24/01,143,-0.1,-4.9,5.7
12/25/01,143,1.1,-3,6
12/26/01,143,2,-1,6.9
12/27/01,143,1.6,-1.2,5.6
12/28/01,143,1.2,-1.8,5.8
12/29/01,143,0.7,-4.9,5.6
12/30/01,143,-0.9,-3,2.2
12/31/01,143,0.4,-5.3,5.8
1/1/02,143,0.2,-3.7,3.8
1/2/02,143,-5,-7.7,-2.4
1/3/02,143,-2.7,-8.5,2
1/4/02,143,4.6,-1.3,10.9
1/5/02,143,2.6,-1.5,5.6
1/6/02,143,0.4,-5.8,7.7
1/7/02,143,0.1,-2.8,4.6
1/8/02,143,-2.7,-4.8,1.5
1/9/02,143,-0.7,-4.8,4.9
1/10/02,143,2.1,-4.3,9.4
1/11/02,143,6.3,0.2,13.2
1/12/02,143,6,-1.1,14
1/13/02,143,8.8,4.8,14.3
1/14/02,143,11.7,9.4,14.3
1/15/02,143,13.8,11,16.5
1/16/02,143,7.6,4.9,14.4
1/17/02,143,4.4,2.1,6.7
1/18/02,143,4.1,0.4,7.8
1/19/02,143,5.4,2.3,9
1/20/02,143,3.3,-0.5,7.4
1/21/02,143,2.5,-1.1,6
1/22/02,143,-0.7,-2.2,2.7
1/23/02,143,-1.7,-4,3.2
1/24/02,143,-0.4,-4,4.4
1/25/02,143,0.4,-6.2,6.7
1/26/02,143,1.1,0,2.4
1/27/02,143,1.7,-1.3,4.2
1/28/02,143,-0.9,-2.6,2.5
1/29/02,143,-1.8,-5.4,2.1
1/30/02,143,0.5,-2.2,4.2
1/31/02,143,-0.5,-3.9,4.4
2/1/02,143,0.5,-5.1,6.7
2/2/02,143,1.7,-3.9,9.6
2/3/02,143,3.1,-3.1,10.7
2/4/02,143,3,-2,7.4
2/5/02,143,6,1.6,12.7
2/6/02,143,6.3,-1.2,13.7
2/7/02,143,6,1.8,11.5
2/8/02,143,4.2,-2.1,10.8
2/9/02,143,0.1,-4.1,4.5
2/10/02,143,0.7,-3.2,6
2/11/02,143,-0.5,-4,4
2/12/02,143,0.3,-4.8,5.7
2/13/02,143,2.3,-1.7,8.1
2/14/02,143,2.2,-3.9,8.3
2/15/02,143,3,-4.6,9.8
2/16/02,143,4.5,-2.6,11.3
2/17/02,143,5.7,0.1,13.6
2/18/02,143,0,-2.4,4
2/19/02,143,0.3,-3.9,5.8
2/20/02,143,4.4,-2.9,12.2
2/21/02,143,3.4,-0.3,7.5
2/22/02,143,6.2,1.5,12.5
2/23/02,143,6.8,0.7,13
2/24/02,143,5.8,0.9,12.7
2/25/02,143,8,0.7,12.9
2/26/02,143,9.3,4.3,15
2/27/02,143,8.2,2.3,14.2
2/28/02,143,9.9,5.5,15.9
3/1/02,143,8,0.9,14.7
3/2/02,143,7,1.9,13.8
3/3/02,143,8,5,12.3
3/4/02,143,8.4,1,14.5
3/5/02,143,5.6,4.9,8.9
3/6/02,143,4.4,1,9.3
3/7/02,143,2.8,-1.2,8.2
3/8/02,143,5.4,-0.9,12.3
3/9/02,143,10.5,0.3,19.4
3/10/02,143,11.7,7.9,17.8
3/11/02,143,10.3,2,18.6
3/12/02,143,12.4,5.3,20.8
3/13/02,143,12.8,5.2,22.1
3/14/02,143,9,8,11.7
3/15/02,143,12.4,8.6,18
3/16/02,143,12.7,4.8,20.9
3/17/02,143,13.5,9.2,20
3/18/02,143,11.1,7.3,15.7
3/19/02,143,12.4,3,21.2
3/20/02,143,15.4,5.7,24.5
3/21/02,143,12.8,9.2,18.8
3/22/02,143,7.7,5.2,10.8
3/23/02,143,7.3,3,13
3/24/02,143,7.4,1.9,13
3/25/02,143,9.8,1.5,17.9
3/26/02,143,10.3,3.3,15.6
3/27/02,143,11.8,7.5,16.7
3/28/02,143,12.6,4.4,20.3
3/29/02,143,11.2,8.6,17.5
3/30/02,143,13.1,5.6,20.1
3/31/02,143,15.5,9.9,21.5
4/1/02,143,18,8.4,28
4/2/02,143,19.9,10.6,28.4
4/3/02,143,15.3,8.3,20.9
4/4/02,143,13.7,3.4,23.5
4/5/02,143,15.6,5.5,24.5
4/6/02,143,15.4,13.5,17
4/7/02,143,18.5,12.7,24.4
4/8/02,143,13.3,10,17.4
4/9/02,143,10.5,6.5,16.3
4/10/02,143,11.6,5.7,17.6
4/11/02,143,12.7,6.6,17.3
4/12/02,143,14.2,6.4,20.8
4/13/02,143,14.4,8.7,20.6
4/14/02,143,18.9,9.8,27.6
4/15/02,143,18.4,17.3,20.3
4/16/02,143,19.4,15.4,25.3
4/17/02,143,14.2,9.5,18.9
4/18/02,143,13.4,7.1,19.7
4/19/02,143,14.8,6.9,21.7
4/20/02,143,16,8,23.4
4/21/02,143,20.7,13,29.1
4/22/02,143,21.9,14,29.3
4/23/02,143,19.1,17,20.9
4/24/02,143,14.9,8.5,20.6
4/25/02,143,11.2,6.3,16.8
4/26/02,143,11.8,5.6,18
4/27/02,143,12.8,8,18.1
4/28/02,143,14.2,6.9,20.8
4/29/02,143,15.4,12.5,18.6
4/30/02,143,16.4,11.7,20.6
5/1/02,143,14.7,11,20.3
5/2/02,143,15.5,8.1,22.4
5/3/02,143,15,12.1,17.1
5/4/02,143,20.4,15,26.7
5/5/02,143,16.9,14.3,23.2
5/6/02,143,13.9,11,17.4
5/7/02,143,11.3,10,12.4
5/8/02,143,14,11.6,18.3
5/9/02,143,16,9.4,22.4
5/10/02,143,14.8,10.6,19.2
5/11/02,143,16.8,9,25.8
5/12/02,143,20,11.5,28.5
5/13/02,143,22.1,14.5,28.9
5/14/02,143,20.2,16.4,25.4
5/15/02,143,15.4,14.1,17.2
5/16/02,143,15.2,13.4,17.1
5/17/02,143,14.8,13.1,17.4
5/18/02,143,14.9,12.7,17.2
5/19/02,143,16.9,12.3,22.3
5/20/02,143,20.5,11.6,28.4
5/21/02,143,23,14.3,29.9
5/22/02,143,22.7,16.6,28.1
5/23/02,143,23,15.6,29.7
5/24/02,143,23,16,29.3
5/25/02,143,23.3,15.2,30.3
5/26/02,143,20.9,16.3,27.1
5/27/02,143,20.1,12.5,26.8
5/28/02,143,20.7,13.7,26.3
5/29/02,143,22.7,15.1,30.2
5/30/02,143,22.7,18.3,28.9
5/31/02,143,23.4,17.2,29.7
6/1/02,143,24.8,18.6,30.7
6/2/02,143,23.7,18.2,31.7
6/3/02,143,24.3,17.5,32.1
6/4/02,143,25.7,19.7,32
6/5/02,143,24.9,19.4,33.1
6/6/02,143,26.4,17,34.7
6/7/02,143,28.1,19.5,35.4
6/8/02,143,24.7,19.4,32.6
6/9/02,143,23.4,17.4,30.1
6/10/02,143,23.3,17.4,29
6/11/02,143,25,18.9,30
6/12/02,143,24.3,16,31.2
6/13/02,143,24.5,20.4,29
6/14/02,143,22.4,18,27.4
6/15/02,143,21.9,18.5,26.5
6/16/02,143,23.6,18.1,29.7
6/17/02,143,24.1,19,30.1
6/18/02,143,26.7,19.7,32.9
6/19/02,143,27.1,22.5,33.3
6/20/02,143,26.8,22.3,32.2
6/21/02,143,25.3,19.4,33.5
6/22/02,143,21,18.7,26.6
6/23/02,143,18.2,16.6,20
6/24/02,143,16.4,15.5,17.4
6/25/02,143,17.8,14.9,21.3
6/26/02,143,18.7,11.2,25.7
6/27/02,143,21,12.6,29
6/28/02,143,22.2,14.4,30.9
6/29/02,143,21.4,15,26.7
6/30/02,143,21.8,20.6,23
7/1/02,143,22.5,20.5,25.7
7/2/02,143,24.4,20.6,28.2
7/3/02,143,27.5,22.9,33.5
7/4/02,143,28.6,23.9,34
7/5/02,143,24.3,23.1,27
7/6/02,143,23.8,22.9,25.8
7/7/02,143,26.4,21.9,31.8
7/8/02,143,20.8,19,23.9
7/9/02,143,22.2,20,25.4
7/10/02,143,23.8,21,28.6
7/11/02,143,24.4,20,30.6
7/12/02,143,27.9,21.5,33.5
7/13/02,143,26.8,22.7,32
7/14/02,143,27.3,24.4,29.5
7/15/02,143,28.4,25,33.7
7/16/02,143,29,25.4,35.2
7/17/02,143,27.2,23.9,31.5
7/18/02,143,25.4,22.8,29
7/19/02,143,23.5,20.7,26.6
7/20/02,143,26.9,22,32.5
7/21/02,143,24.7,22.5,28.3
7/22/02,143,25.4,23.6,28.1
7/23/02,143,26.4,23.1,30.1
7/24/02,143,28.1,23.3,33.1
7/25/02,143,26.9,23,33.3
7/26/02,143,25.2,24,26.8
7/27/02,143,27.2,24.5,31.3
7/28/02,143,25.9,23.6,29.5
7/29/02,143,28.9,21.5,35.3
7/30/02,143,29.7,25.8,33.3
7/31/02,143,30.5,26.5,35.4
8/1/02,143,30.1,26.2,35.1
8/2/02,143,29.4,25.8,34.2
8/3/02,143,29.6,26.2,34.1
8/4/02,143,29.7,25.9,34.1
8/5/02,143,30.1,26.9,34.4
8/6/02,143,26.4,24.6,29
8/7/02,143,24.9,23.3,28.3
8/8/02,143,23.8,23.1,25.2
8/9/02,143,21.9,20.9,23.6
8/10/02,143,21.2,19.5,23.9
8/11/02,143,20.7,19.1,22.2
8/12/02,143,19.5,17.1,21.2
8/13/02,143,20.1,17,23.8
8/14/02,143,21,19.7,23.1
8/15/02,143,20.5,19.5,21.4
8/16/02,143,21.4,20.1,23.4
8/17/02,143,23.7,21.3,26.9
8/18/02,143,24,21,29.2
8/19/02,143,23.4,18.5,28.4
8/20/02,143,22.8,20,27
8/21/02,143,22.8,17.7,28.4
8/22/02,143,24,20.2,27.8
8/23/02,143,26,22.5,31
8/24/02,143,27.1,23.3,32.7
8/25/02,143,26.4,23.5,31.4
8/26/02,143,26.1,23.4,29.8
8/27/02,143,28.3,23.3,33.5
8/28/02,143,28.1,25.4,32.5
8/29/02,143,27.5,24.2,32.8
8/30/02,143,25.8,23.6,28.3
8/31/02,143,24.2,22.9,26
9/1/02,143,23,20.6,26.1
9/2/02,143,25.9,19.1,32.1
9/3/02,143,26.6,22.7,33.4
9/4/02,143,24.2,21.6,28.1
9/5/02,143,25.1,21.9,29.8
9/6/02,143,22.2,20.6,25.4
9/7/02,143,21.5,18,26.2
9/8/02,143,23.2,16,29.6
9/9/02,143,23.8,20.5,28.3
9/10/02,143,22.6,17.5,27.5
9/11/02,143,24,18.4,30.4
9/12/02,143,22.6,18.5,28.9
9/13/02,143,19.9,18.3,24.2
9/14/02,143,20,18,22.7
9/15/02,143,17.7,15.2,20.6
9/16/02,143,16.6,15,18.6
9/17/02,143,19.4,14.8,24.4
9/18/02,143,18.1,11.4,24.8
9/19/02,143,18.5,12.3,26.2
9/20/02,143,20.3,13.7,27.4
9/21/02,143,20.2,15.1,24.7
9/22/02,143,17.9,15.4,22
9/23/02,143,18.3,13,25
9/24/02,143,19.3,12.4,26.5
9/25/02,143,19.4,13.2,25.5
9/26/02,143,19.5,15.4,25.6
9/27/02,143,17.5,13,21.3
9/28/02,143,21.2,15.9,26.6
9/29/02,143,21,17.7,25.9
9/30/02,143,19.9,15.1,25.7
10/1/02,143,19.7,15.6,25.6
10/2/02,143,19,13.6,25.7
10/3/02,143,18.5,10.2,26.4
10/4/02,143,20,16.7,25.7
10/5/02,143,19.1,14.2,25.8
10/6/02,143,15.4,12.8,17.3
10/7/02,143,15.8,11.5,21.5
10/8/02,143,14.1,10.5,19.5
10/9/02,143,13.2,7.8,20
10/10/02,143,14.8,7.6,22.1
10/11/02,143,16.2,10.3,22.8
10/12/02,143,17.3,10.8,24.2
10/13/02,143,19.9,15.4,25.9
10/14/02,143,18.6,13.3,26
10/15/02,143,17.1,13.9,21.6
10/16/02,143,16.8,10.8,23
10/17/02,143,17.8,11.6,25.1
10/18/02,143,16,13.2,18
10/19/02,143,17.5,15.9,19
10/20/02,143,14.6,13.3,17
10/21/02,143,14,9.5,19.6
10/22/02,143,8.6,5.1,14.1
10/23/02,143,6.7,3.1,11.7
10/24/02,143,8.1,1.1,16.1
10/25/02,143,12.1,5.2,20
10/26/02,143,10.1,7.5,14
10/27/02,143,6.6,4.8,10
10/28/02,143,6.2,3.6,10
10/29/02,143,7.5,2.9,13.3
10/30/02,143,9.2,0.8,16.4
10/31/02,143,12.8,6.3,19.3
11/1/02,143,9,3.7,13.7
11/2/02,143,6.3,1.6,11.4
11/3/02,143,6.4,4,10.6
11/4/02,143,4,1.1,8.4
11/5/02,143,5.6,0.8,11.5
11/6/02,143,8.7,2,16
11/7/02,143,10.3,5.2,15.6
11/8/02,143,5.9,1.6,10.9
11/9/02,143,4,-0.7,8.3
11/10/02,143,7,-0.3,14.6
11/11/02,143,15,6.1,21.6
11/12/02,143,8.7,4.9,15.1
11/13/02,143,5.5,2.3,9.9
11/14/02,143,6.1,0,11.1
11/15/02,143,4.6,1.5,9.6
11/16/02,143,4.4,0.6,10.3
11/17/02,143,5.4,-2,13.4
11/18/02,143,2.6,-0.4,6.2
11/19/02,143,2.7,-3.6,8
11/20/02,143,5.8,0,10.3
11/21/02,143,7.1,4.5,10.9
11/22/02,143,6.3,0.3,11.9
11/23/02,143,6.3,0.8,13.9
11/24/02,143,7.6,1.7,14.4
11/25/02,143,5.1,2.2,9.5
11/26/02,143,3.6,-0.8,9.9
11/27/02,143,2.6,0,6.1
11/28/02,143,3.9,-1.8,10
11/29/02,143,6.9,-0.5,12.6
11/30/02,143,8.5,2.5,12.5
12/1/02,143,4.9,-1.7,12.8
12/2/02,143,5.5,-0.1,12.6
12/3/02,143,4.3,0,7.1
12/4/02,143,10.1,5.5,15.8
12/5/02,143,10.4,7.8,14.6
12/6/02,143,9,7.8,11
12/7/02,143,7.3,6.2,8.3
12/8/02,143,3.8,2.4,6.5
12/9/02,143,-1.5,-4.4,2.8
12/10/02,143,-4,-6.2,-0.9
12/11/02,143,-2.6,-5.2,1.7
12/12/02,143,-1.7,-5.6,3.4
12/13/02,143,-1,-4.8,4.7
12/14/02,143,0.8,-5.5,8.1
12/15/02,143,3.5,-2.5,10.5
12/16/02,143,5.7,3,9.4
12/17/02,143,6.2,1.9,9.5
12/18/02,143,6,2.9,8.2
12/19/02,143,6.3,2.4,11.6
12/20/02,143,5.8,0,9.6
12/21/02,143,9.4,6.3,11.5
12/22/02,143,7,4.8,9.2
12/23/02,143,6.1,2,10.2
12/24/02,143,5.7,4.2,8.1
12/25/02,143,0.5,-3.3,4.2
12/26/02,143,-2.1,-3.9,1.6
12/27/02,143,-2.1,-5.8,2.4
12/28/02,143,0.4,-4,4.7
12/29/02,143,1.5,-1.7,6
12/30/02,143,-0.3,-5.3,4.7
12/31/02,143,0.2,-3.6,4.6
1/1/03,143,-1.2,-3.6,3.2
1/2/03,143,-0.9,-7.7,4.7
1/3/03,143,0.2,-3.1,4.7
1/4/03,143,-5.1,-8.2,-1.2
1/5/03,143,-8.3,-10.4,-4.3
1/6/03,143,-5.9,-10.9,0
1/7/03,143,-3,-7.3,2.1
1/8/03,143,-1.8,-8.6,4.1
1/9/03,143,1.1,-3.2,5.4
1/10/03,143,1.1,-2.5,4.8
1/11/03,143,2,-2,6.6
1/12/03,143,3,-1.1,8.4
1/13/03,143,5,-0.5,11.6
1/14/03,143,2.3,-3.2,6.4
1/15/03,143,-1.7,-6.3,4.3
1/16/03,143,1.3,-3.7,7.8
1/17/03,143,3.9,-3.2,10.3
1/18/03,143,5,2.7,8.8
1/19/03,143,2.9,0.3,6.2
1/20/03,143,0.7,-1.4,5.7
1/21/03,143,0.3,-3.8,6
1/22/03,143,-1.2,-3.9,1.4
1/23/03,143,0.1,-1.7,4
1/24/03,143,-0.3,-3.5,4.4
1/25/03,143,-0.9,-7.5,5.6
1/26/03,143,2,0.6,3.2
1/27/03,143,1.6,-2.2,4.7
1/28/03,143,-2.8,-6.2,1.3
1/29/03,143,-7.9,-10.6,-4.4
1/30/03,143,-4.2,-10,1.4
1/31/03,143,0.5,-3.6,4.7
2/1/03,143,1.4,-4.6,7.8
2/2/03,143,1.9,-2.1,7.4
2/3/03,143,1.9,-3.6,7.3
2/4/03,143,2.1,-0.2,6.1
2/5/03,143,1.2,-1.7,5.3
2/6/03,143,2.3,-3,8.3
2/7/03,143,3.8,-2,10.1
2/8/03,143,2.8,1.6,4.2
2/9/03,143,3.2,1.2,6.9
2/10/03,143,5.8,0.8,12.1
2/11/03,143,4,-1.4,7.4
2/12/03,143,-1.2,-5,3.7
2/13/03,143,1.3,-4.4,7
2/14/03,143,3.9,-2.2,10
2/15/03,143,5.1,-0.7,9.7
2/16/03,143,7.4,2.9,12
2/17/03,143,5.2,-1.1,12.3
2/18/03,143,6.9,1.5,11.1
2/19/03,143,5.7,2.3,10.4
2/20/03,143,4.1,0.7,8.5
2/21/03,143,3.6,-0.8,6.6
2/22/03,143,4.7,3.3,6.3
2/23/03,143,4.6,3.9,6
2/24/03,143,4.8,2.3,8.7
2/25/03,143,5.7,0.6,11.7
2/26/03,143,8.3,4.7,13.6
2/27/03,143,4.6,1.2,9.3
2/28/03,143,6,-0.8,10.8
3/1/03,143,5.7,2.7,8
3/2/03,143,8.6,2.2,15
3/3/03,143,4.7,-1.3,8.9
3/4/03,143,1.1,-3.1,5.2
3/5/03,143,3.6,-1,7.6
3/6/03,143,4.2,2.2,5.8
3/7/03,143,4.9,3.6,7.2
3/8/03,143,3.9,1.5,8.3
3/9/03,143,4.3,1.4,9.3
3/10/03,143,4.2,0.3,9.9
3/11/03,143,4.5,-1.3,10.4
3/12/03,143,6.5,0.6,12.5
3/13/03,143,7.4,0.9,13.5
3/14/03,143,8,1.7,13.3
3/15/03,143,7.7,6,9
3/16/03,143,7.6,6.9,8.5
3/17/03,143,7.7,5.2,11.6
3/18/03,143,8.3,3.9,13.3
3/19/03,143,7.7,2.2,13.2
3/20/03,143,8.4,1.4,15.1
3/21/03,143,8.6,3.1,15
3/22/03,143,9.6,4.6,15.4
3/23/03,143,10.1,4,16.5
3/24/03,143,11.6,5.1,18
3/25/03,143,11.7,8.8,16.4
3/26/03,143,13.1,4.5,20.9
3/27/03,143,10.3,5.3,15.8
3/28/03,143,8.7,2.4,14.1
3/29/03,143,10.5,4.6,16.9
3/30/03,143,14.2,7.3,20.7
3/31/03,143,15.5,11.6,20.4
4/1/03,143,12.4,9.5,16.5
4/2/03,143,11.2,8.4,15.4
4/3/03,143,11.3,6.2,16.3
4/4/03,143,10.5,7.2,14.7
4/5/03,143,11.3,3.1,18.8
4/6/03,143,14.7,6.1,22.7
4/7/03,143,13,7.9,20.7
4/8/03,143,11.5,9,15.5
4/9/03,143,8.2,5.1,11.9
4/10/03,143,9.9,2.3,18.5
4/11/03,143,10,7.9,12.4
4/12/03,143,16.1,11.6,23.4
4/13/03,143,16,10.4,21.7
4/14/03,143,15.8,12.2,21.3
4/15/03,143,16.4,7.9,23.8
4/16/03,143,18,9.5,26.5
4/17/03,143,19.4,11.6,27.4
4/18/03,143,18.9,15.9,23.3
4/19/03,143,12.3,9,18.4
4/20/03,143,11.1,8.6,13.1
4/21/03,143,12.1,8.6,17.8
4/22/03,143,12.4,6.8,17.5
4/23/03,143,11.6,10.2,12.9
4/24/03,143,15.4,11.5,21.3
4/25/03,143,12.8,11.7,14
4/26/03,143,16.9,11.3,22.8
4/27/03,143,19.2,11.7,25.9
4/28/03,143,19.7,11.8,27.6
4/29/03,143,16.6,14.6,19
4/30/03,143,17.1,12.2,22.8
5/1/03,143,17.8,8.2,26.1
5/2/03,143,19.8,12.4,26.6
5/3/03,143,21.2,13.3,28.9
5/4/03,143,18.2,14.4,22.5
5/5/03,143,17.3,11.2,23.2
5/6/03,143,16,14.2,18.4
5/7/03,143,16.8,10.1,21
5/8/03,143,11.3,8,15.4
5/9/03,143,12.8,4.6,20.1
5/10/03,143,16.3,8.5,23.8
5/11/03,143,17.3,9.2,24.9
5/12/03,143,19.2,12,25.9
5/13/03,143,20.9,13.8,27.9
5/14/03,143,17.8,15,22.2
5/15/03,143,16.9,14.4,20.2
5/16/03,143,16.7,11.8,22.6
5/17/03,143,18.4,10.4,25.8
5/18/03,143,20.7,14.3,27.7
5/19/03,143,20.9,15.2,27.5
5/20/03,143,21.6,15.9,27.8
5/21/03,143,21.3,14.7,28
5/22/03,143,20.7,15,27.4
5/23/03,143,21.4,15,29.1
5/24/03,143,19.2,15.3,24.5
5/25/03,143,16.3,15.3,17
5/26/03,143,17.2,15.2,19.1
5/27/03,143,18.3,13.5,24.7
5/28/03,143,21.2,15.7,27
5/29/03,143,21.7,17.1,26.2
5/30/03,143,17.5,16.7,18.9
5/31/03,143,20.4,16.7,26
6/1/03,143,20.5,14.2,27.6
6/2/03,143,20.6,14.5,27.7
6/3/03,143,19.6,12.5,26.1
6/4/03,143,21.7,14.4,27.7
6/5/03,143,23.3,15.7,30.4
6/6/03,143,22.3,16.9,29.4
6/7/03,143,23.5,17.7,29.4
6/8/03,143,24.3,18.2,30.7
6/9/03,143,22,19,26.9
6/10/03,143,21.1,19.2,23.3
6/11/03,143,20.6,18.7,23.3
6/12/03,143,19.8,18.3,21.3
6/13/03,143,22.7,19.4,26.6
6/14/03,143,23.1,19,28.4
6/15/03,143,22.7,17.4,27.6
6/16/03,143,22.8,19.4,26.7
6/17/03,143,23.2,18.4,27.6
6/18/03,143,22.8,18.8,26.2
6/19/03,143,20.9,20.1,23.6
6/20/03,143,24.4,18.4,29.7
6/21/03,143,25,20.4,28.9
6/22/03,143,26,22.2,30.9
6/23/03,143,20.9,19.9,23.5
6/24/03,143,22.5,20,27
6/25/03,143,20.4,18.8,22.8
6/26/03,143,22,18.1,27.4
6/27/03,143,19.6,18.1,20.6
6/28/03,143,20.6,19.7,21.3
6/29/03,143,24.3,20.1,29
6/30/03,143,23.5,20.2,27.1
7/1/03,143,22.1,18.8,26.5
7/2/03,143,24.3,19.1,29.6
7/3/03,143,20.4,18.7,22.1
7/4/03,143,20.6,18.8,22.4
7/5/03,143,20.3,18.1,23.7
7/6/03,143,20.9,19.6,22
7/7/03,143,20.7,19.6,22.3
7/8/03,143,21.4,19.5,23.2
7/9/03,143,24.4,20.8,29.7
7/10/03,143,23.4,21.9,24.4
7/11/03,143,20.7,19.5,22.2
7/12/03,143,21.3,20,23
7/13/03,143,18.9,18,20.3
7/14/03,143,21.2,17.2,25.4
7/15/03,143,21.9,18.6,26.2
7/16/03,143,22.3,17.4,27.9
7/17/03,143,21.2,18.2,25.2
7/18/03,143,21.9,18.8,24.7
7/19/03,143,25.5,21.2,30.4
7/20/03,143,24.6,21.9,29.5
7/21/03,143,24.6,21.3,30.1
7/22/03,143,23.1,20.6,24.9
7/23/03,143,26.4,22.4,32
7/24/03,143,24.5,20,30.9
7/25/03,143,21.7,20,23.7
7/26/03,143,22.4,20.8,25.3
7/27/03,143,22,20,25.7
7/28/03,143,24.1,19.2,29.3
7/29/03,143,24.2,21.8,30
7/30/03,143,24.5,21.4,29.7
7/31/03,143,23.5,20.6,28.3
8/1/03,143,25.6,20.8,31.8
8/2/03,143,27.4,22.3,31.9
8/3/03,143,29,24.3,34.6
8/4/03,143,27.7,24.2,32.9
8/5/03,143,25.9,23.5,30.8
8/6/03,143,26.5,22.2,33.4
8/7/03,143,22.9,20.8,24.9
8/8/03,143,25,20.2,31
8/9/03,143,26.5,20.1,32.5
8/10/03,143,26.7,22.8,31.5
8/11/03,143,23,21.1,25.1
8/12/03,143,25.1,20.9,29.7
8/13/03,143,22.2,18.4,26.6
8/14/03,143,23.7,18.8,28.5
8/15/03,143,24,19.3,28.6
8/16/03,143,22.9,21.1,24.7
8/17/03,143,22,20.2,24.9
8/18/03,143,20.3,19.8,21.5
8/19/03,143,23.7,20,29.7
8/20/03,143,26.2,22.3,30.6
8/21/03,143,26.9,23.3,31
8/22/03,143,29.4,25.5,34.7
8/23/03,143,28.2,24.7,33.4
8/24/03,143,28.2,24.7,33
8/25/03,143,25.4,23,29.2
8/26/03,143,24.3,22.2,28
8/27/03,143,22.7,21.8,25.4
8/28/03,143,26.2,22.7,30.5
8/29/03,143,24.9,21.7,29.8
8/30/03,143,20.8,19.5,23.2
8/31/03,143,20.6,19.5,22.3
9/1/03,143,21.8,20.3,23.8
9/2/03,143,23.9,21.6,30.2
9/3/03,143,23.7,21.9,26.7
9/4/03,143,26,21.6,31.9
9/5/03,143,27.3,23.3,32.7
9/6/03,143,24.8,22.6,28.4
9/7/03,143,24.7,21.9,28.7
9/8/03,143,25.7,22.5,30.4
9/9/03,143,24.8,22.3,29.6
9/10/03,143,22.6,20.8,25.8
9/11/03,143,21.8,20.5,23.7
9/12/03,143,23.1,20.8,25.7
9/13/03,143,24.9,21,28.8
9/14/03,143,22.8,18.1,27.8
9/15/03,143,22.1,17.4,27.4
9/16/03,143,23.5,18.7,28.9
9/17/03,143,24.8,19.3,30.6
9/18/03,143,23.8,21,27.7
9/19/03,143,21.2,18.9,23.7
9/20/03,143,18.6,15.9,20.8
9/21/03,143,18,14.4,22.9
9/22/03,143,17.5,11.7,23.1
9/23/03,143,17.7,11.9,23.3
9/24/03,143,18.7,13.4,23.8
9/25/03,143,20.3,18,24.2
9/26/03,143,21.5,16,27.5
9/27/03,143,20.6,15.5,26.5
9/28/03,143,20.2,15.5,26
9/29/03,143,18.9,15.4,25.6
9/30/03,143,18.4,13,23.8
10/1/03,143,18.9,15.2,22
10/2/03,143,19.5,15.8,24
10/3/03,143,17.7,13.8,21.7
10/4/03,143,17.1,12.7,21.9
10/5/03,143,16.1,11.7,20
10/6/03,143,17.1,10.4,23.8
10/7/03,143,17.4,11.4,23.7
10/8/03,143,17.8,11.9,24.6
10/9/03,143,18.4,11.9,25.3
10/10/03,143,18.7,12.1,26.1
10/11/03,143,19.2,14.1,25.2
10/12/03,143,19.3,17.5,20.9
10/13/03,143,15.6,13.5,17.9
10/14/03,143,15.1,11.7,21
10/15/03,143,13.3,8.3,18.4
10/16/03,143,14,8.4,20.1
10/17/03,143,13.8,7,20.7
10/18/03,143,15,8.3,22.4
10/19/03,143,13.4,6.7,21.2
10/20/03,143,11.9,7.3,17.4
10/21/03,143,14.4,7.5,21.8
10/22/03,143,14.4,9,20.9
10/23/03,143,10.3,7,15
10/24/03,143,12,5.7,18.5
10/25/03,143,13,6.8,19.8
10/26/03,143,12,7.5,18
10/27/03,143,12.5,4,21.9
10/28/03,143,11.4,7.9,17.2
10/29/03,143,10.7,5.9,17.2
10/30/03,143,11.3,3.6,19.4
10/31/03,143,14.1,7.1,21.2
11/1/03,143,15.3,8.4,22.8
11/2/03,143,16.9,10.9,24
11/3/03,143,15,9.7,20.6
11/4/03,143,12.1,4.4,20
11/5/03,143,12.2,6.5,18.9
11/6/03,143,14.1,7.5,21.8
11/7/03,143,14.5,9.1,20.8
11/8/03,143,12.8,11.6,15.1
11/9/03,143,12.2,11.3,13.2
11/10/03,143,12.9,10.3,14
11/11/03,143,10.5,9.2,12.4
11/12/03,143,10.2,8.8,12
11/13/03,143,10.4,6.4,15.2
11/14/03,143,9.5,3.8,15
11/15/03,143,12.8,8.2,16.9
11/16/03,143,8.3,4.4,12.9
11/17/03,143,7,-0.3,14.1
11/18/03,143,8.8,2.6,13.2
11/19/03,143,10.3,7.9,12.3
11/20/03,143,12.7,10.8,14.3
11/21/03,143,9.1,2.8,14.1
11/22/03,143,2.3,-0.7,6.8
11/23/03,143,3.5,-2.3,10.1
11/24/03,143,5.7,0.2,12.9
11/25/03,143,9.3,4.1,16.4
11/26/03,143,11.5,7.5,15.4
11/27/03,143,11.3,9.2,14.8
11/28/03,143,12.7,10.2,15
11/29/03,143,11.2,8.6,15.3
11/30/03,143,10.6,6.5,15.3
